"","gender","MaritalStatus","Familysize","ProductCategory","Sales","Quantity","prodbin","Age","Billyear","Billmonth","pam_fit2$clustering"
"283","M","Yes",4,"Technology",859.2,4,"(7.8e+03,8e+03]",54,2017,11,3
"284","M","Yes",4,"Furniture",127.88,5,"(6.4e+03,6.6e+03]",53,2016,4,1
"285","M","Yes",4,"Office Supplies",1554.936,3,"(7.4e+03,7.6e+03]",53,2016,4,2
"286","M","Yes",4,"Furniture",344.372,4,"(6.2e+03,6.4e+03]",53,2016,4,1
"287","F","Yes",4,"Office Supplies",10.08,7,"(6.8e+03,7e+03]",35,2017,9,5
"288","F","Yes",4,"Office Supplies",286.256,1,"(6.4e+03,6.6e+03]",34,2016,9,5
"289","F","Yes",4,"Furniture",662.88,3,"(6.2e+03,6.4e+03]",32,2014,12,6
"290","F","Yes",4,"Office Supplies",25.92,5,"(7.2e+03,7.4e+03]",32,2014,12,5
"291","F","Yes",4,"Furniture",102.018,7,"(6e+03,6.2e+03]",35,2017,12,6
"292","F","Yes",4,"Office Supplies",24.224,2,"(7.4e+03,7.6e+03]",34,2016,9,5
"293","F","Yes",4,"Technology",101.34,3,"(7.6e+03,7.8e+03]",35,2017,9,4
"294","F","Yes",4,"Furniture",13.36,5,"(6.2e+03,6.4e+03]",35,2017,12,6
"295","F","Yes",4,"Office Supplies",78.256,2,"(7.4e+03,7.6e+03]",35,2017,12,5
"296","F","Yes",4,"Office Supplies",331.536,3,"(7.4e+03,7.6e+03]",34,2016,9,5
"297","F","Yes",4,"Office Supplies",21.792,4,"(6.8e+03,7e+03]",35,2017,11,5
"298","F","Yes",4,"Technology",439.8,4,"(7.6e+03,7.8e+03]",35,2017,11,4
"299","F","Yes",4,"Office Supplies",43.512,7,"(6.4e+03,6.6e+03]",32,2014,12,5
"300","F","Yes",4,"Furniture",102.3,1,"(6.4e+03,6.6e+03]",35,2017,7,6
"301","M","Yes",3,"Office Supplies",99.136,4,"(6.6e+03,6.8e+03]",19,2017,11,2
"302","M","Yes",3,"Office Supplies",49.632,6,"(6.8e+03,7e+03]",16,2014,3,2
"303","M","Yes",3,"Office Supplies",6.672,1,"(7.4e+03,7.6e+03]",19,2017,11,2
"304","M","Yes",3,"Office Supplies",14.94,3,"(7e+03,7.2e+03]",17,2015,9,2
"305","M","Yes",3,"Furniture",15.992,2,"(6.2e+03,6.4e+03]",19,2017,11,1
"306","M","Yes",3,"Office Supplies",16.896,4,"(7e+03,7.2e+03]",19,2017,11,2
"307","M","Yes",3,"Technology",479.97,3,"(7.6e+03,7.8e+03]",16,2014,3,3
"308","M","Yes",3,"Technology",91.96,4,"(7.4e+03,7.6e+03]",19,2017,9,3
"309","M","Yes",3,"Office Supplies",15.552,3,"(7.2e+03,7.4e+03]",18,2016,1,2
"310","M","Yes",3,"Office Supplies",59.52,3,"(6.4e+03,6.6e+03]",16,2014,3,2
"311","M","Yes",3,"Office Supplies",18.62,2,"(7.4e+03,7.6e+03]",16,2014,3,2
"312","M","Yes",3,"Office Supplies",97.82,2,"(7.2e+03,7.4e+03]",16,2014,3,2
"313","M","Yes",4,"Furniture",27.42,1,"(6.2e+03,6.4e+03]",56,2017,11,1
"314","M","Yes",4,"Office Supplies",3.64,1,"(6.8e+03,7e+03]",55,2016,11,2
"315","M","Yes",4,"Technology",881.93,7,"(7.8e+03,8e+03]",55,2016,11,3
"316","M","Yes",4,"Office Supplies",811.28,8,"(7.4e+03,7.6e+03]",56,2017,11,2
"317","M","Yes",4,"Office Supplies",173.8,5,"(7.4e+03,7.6e+03]",56,2017,11,2
"318","M","Yes",4,"Office Supplies",22.38,2,"(7.2e+03,7.4e+03]",53,2014,3,2
"319","M","Yes",4,"Office Supplies",46.2,4,"(6.6e+03,6.8e+03]",56,2017,3,2
"320","F","Yes",4,"Office Supplies",27.36,4,"(7.4e+03,7.6e+03]",39,2014,9,5
"321","F","Yes",4,"Technology",107.88,3,"(7.8e+03,8e+03]",42,2017,8,4
"322","F","Yes",4,"Office Supplies",83.92,5,"(6.8e+03,7e+03]",39,2014,9,5
"323","F","Yes",4,"Office Supplies",9.522,1,"(6.8e+03,7e+03]",40,2015,9,5
"324","F","Yes",4,"Office Supplies",20.56,2,"(7e+03,7.2e+03]",39,2014,9,5
"325","F","Yes",4,"Furniture",454.965,5,"(6e+03,6.2e+03]",41,2016,9,6
"326","F","Yes",4,"Office Supplies",93.032,2,"(6.4e+03,6.6e+03]",41,2016,9,5
"327","F","Yes",4,"Office Supplies",41.4,4,"(7e+03,7.2e+03]",42,2017,7,5
"328","F","Yes",4,"Office Supplies",226.56,6,"(7.4e+03,7.6e+03]",42,2017,8,5
"329","F","Yes",4,"Office Supplies",17.22,3,"(7.4e+03,7.6e+03]",42,2017,8,5
"330","F","Yes",4,"Technology",791.964,6,"(7.8e+03,8e+03]",40,2015,9,3
"331","F","Yes",4,"Office Supplies",4.923,3,"(6.6e+03,6.8e+03]",40,2015,9,5
"332","M","Yes",3,"Technology",119.96,5,"(7.8e+03,8e+03]",31,2015,12,3
"333","M","Yes",3,"Office Supplies",28.84,2,"(6.4e+03,6.6e+03]",31,2015,10,2
"334","M","Yes",3,"Office Supplies",46.2,4,"(6.6e+03,6.8e+03]",31,2015,10,2
"335","M","Yes",4,"Office Supplies",32.34,10,"(6.8e+03,7e+03]",71,2014,1,2
"336","M","Yes",4,"Office Supplies",19.44,3,"(7.2e+03,7.4e+03]",72,2015,11,2
"337","M","Yes",4,"Office Supplies",3.048,1,"(6.6e+03,6.8e+03]",74,2017,5,2
"338","M","Yes",4,"Office Supplies",454.86,7,"(7.4e+03,7.6e+03]",72,2015,11,2
"339","M","Yes",4,"Office Supplies",91.392,8,"(6.8e+03,7e+03]",72,2015,11,2
"340","M","Yes",4,"Office Supplies",108.72,5,"(6.8e+03,7e+03]",71,2014,1,2
"341","M","Yes",4,"Furniture",14.56,2,"(6.2e+03,6.4e+03]",74,2017,5,1
"342","M","Yes",4,"Furniture",181.47,5,"(6e+03,6.2e+03]",71,2014,1,1
"343","M","Yes",4,"Office Supplies",3.168,2,"(6.8e+03,7e+03]",72,2015,11,2
"344","M","Yes",4,"Office Supplies",8.608,2,"(6.6e+03,6.8e+03]",71,2014,9,2
"345","M","Yes",4,"Office Supplies",56.064,4,"(7e+03,7.2e+03]",71,2014,1,2
"346","M","Yes",4,"Office Supplies",1.112,2,"(6.8e+03,7e+03]",72,2015,3,2
"347","F","Yes",3,"Office Supplies",6.63,3,"(6.6e+03,6.8e+03]",24,2015,5,5
"348","F","Yes",3,"Office Supplies",101.84,5,"(6.6e+03,6.8e+03]",26,2017,10,5
"349","F","Yes",3,"Office Supplies",74.352,3,"(7e+03,7.2e+03]",26,2017,6,5
"350","F","Yes",3,"Office Supplies",7.3,2,"(7.4e+03,7.6e+03]",26,2017,9,5
"351","F","Yes",3,"Office Supplies",18.16,5,"(6.8e+03,7e+03]",25,2016,10,5
"352","F","Yes",3,"Office Supplies",284.08,10,"(7.4e+03,7.6e+03]",25,2016,7,5
"353","F","Yes",3,"Office Supplies",18.496,4,"(7.2e+03,7.4e+03]",25,2016,7,5
"354","F","Yes",3,"Office Supplies",31.08,6,"(7e+03,7.2e+03]",26,2017,9,5
"355","F","Yes",3,"Office Supplies",17.856,4,"(6.6e+03,6.8e+03]",26,2017,10,5
"356","F","Yes",3,"Office Supplies",11.264,8,"(6.6e+03,6.8e+03]",25,2016,7,5
"357","F","Yes",3,"Technology",0.99,1,"(7.6e+03,7.8e+03]",26,2017,10,4
"358","M","No",1,"Office Supplies",32.4,5,"(7.2e+03,7.4e+03]",33,2017,6,2
"359","M","No",1,"Technology",100.792,1,"(7.8e+03,8e+03]",30,2014,5,3
"360","M","No",1,"Technology",58.112,2,"(7.6e+03,7.8e+03]",30,2014,5,3
"361","M","No",1,"Technology",479.984,2,"(7.6e+03,7.8e+03]",31,2015,9,3
"362","M","No",1,"Office Supplies",35.88,6,"(7.2e+03,7.4e+03]",33,2017,11,2
"363","M","No",1,"Furniture",66.112,4,"(6.2e+03,6.4e+03]",30,2014,5,1
"364","M","No",1,"Office Supplies",204.85,5,"(6.6e+03,6.8e+03]",31,2015,12,2
"365","M","No",1,"Office Supplies",181.86,7,"(6.6e+03,6.8e+03]",33,2017,6,2
"366","M","No",1,"Technology",19.99,1,"(7.6e+03,7.8e+03]",33,2017,10,4
"367","M","No",1,"Furniture",31.56,3,"(6.2e+03,6.4e+03]",32,2016,4,1
"368","M","No",1,"Office Supplies",7.56,6,"(7e+03,7.2e+03]",32,2016,1,2
"369","M","No",1,"Office Supplies",92.96,2,"(6.8e+03,7e+03]",31,2015,12,2
"370","M","No",1,"Office Supplies",12.6,4,"(7e+03,7.2e+03]",31,2015,9,2
"371","M","No",1,"Technology",135.984,2,"(7.8e+03,8e+03]",31,2015,12,3
"372","M","No",1,"Office Supplies",16.4,5,"(6.6e+03,6.8e+03]",31,2015,12,2
"373","M","No",1,"Office Supplies",6.16,2,"(7e+03,7.2e+03]",33,2017,10,2
"374","M","No",1,"Technology",503.96,4,"(7.8e+03,8e+03]",33,2017,6,3
"375","M","Yes",2,"Technology",83.97,3,"(7.6e+03,7.8e+03]",22,2017,6,4
"376","M","Yes",2,"Technology",215.968,2,"(7.8e+03,8e+03]",22,2017,2,3
"377","M","Yes",2,"Office Supplies",17.76,3,"(7.2e+03,7.4e+03]",22,2017,9,2
"378","M","Yes",2,"Furniture",825.174,9,"(6e+03,6.2e+03]",22,2017,9,1
"379","M","Yes",2,"Technology",265.93,7,"(7.4e+03,7.6e+03]",22,2017,3,3
"380","M","Yes",2,"Furniture",368.97,3,"(6e+03,6.2e+03]",21,2016,10,1
"381","M","Yes",2,"Office Supplies",25.92,4,"(7.2e+03,7.4e+03]",20,2015,9,2
"382","M","Yes",2,"Office Supplies",332.94,3,"(7.4e+03,7.6e+03]",21,2016,10,2
"383","M","Yes",2,"Office Supplies",17.38,2,"(6.8e+03,7e+03]",22,2017,6,2
"384","M","Yes",2,"Technology",39.89,1,"(7.6e+03,7.8e+03]",22,2017,6,4
"385","M","Yes",2,"Office Supplies",21.96,2,"(7.4e+03,7.6e+03]",21,2016,10,2
"386","M","Yes",2,"Furniture",22.23,1,"(6.4e+03,6.6e+03]",22,2017,2,1
"387","M","Yes",2,"Office Supplies",355.32,9,"(6.4e+03,6.6e+03]",21,2016,8,2
"388","M","Yes",2,"Technology",843.9,2,"(7.6e+03,7.8e+03]",22,2017,8,4
"389","M","Yes",2,"Furniture",1925.88,6,"(6.2e+03,6.4e+03]",22,2017,6,1
"390","M","Yes",2,"Office Supplies",12.39,3,"(6.6e+03,6.8e+03]",21,2016,10,2
"391","M","Yes",2,"Office Supplies",2405.2,8,"(6.4e+03,6.6e+03]",22,2017,6,2
"392","M","Yes",2,"Office Supplies",16.4,5,"(6.4e+03,6.6e+03]",20,2015,9,2
"393","M","Yes",2,"Office Supplies",6.912,3,"(6.6e+03,6.8e+03]",22,2017,9,2
"394","M","Yes",2,"Technology",1496.16,9,"(7.6e+03,7.8e+03]",22,2017,8,4
"395","F","Yes",3,"Office Supplies",2.025,1,"(6.8e+03,7e+03]",42,2015,7,5
"396","F","Yes",3,"Office Supplies",2.808,3,"(6.6e+03,6.8e+03]",44,2017,1,5
"397","M","Yes",4,"Furniture",284.364,2,"(6.4e+03,6.6e+03]",49,2015,8,1
"398","M","Yes",4,"Office Supplies",40.29,3,"(7.4e+03,7.6e+03]",51,2017,8,2
"399","M","Yes",4,"Technology",26,2,"(7.6e+03,7.8e+03]",49,2015,8,3
"400","M","Yes",4,"Furniture",700.152,3,"(6.2e+03,6.4e+03]",49,2015,7,1
"401","M","Yes",4,"Technology",159.98,2,"(7.6e+03,7.8e+03]",50,2016,3,4
"402","M","Yes",4,"Office Supplies",7.52,5,"(6.8e+03,7e+03]",49,2015,6,2
"403","M","Yes",4,"Furniture",1348.704,6,"(6.2e+03,6.4e+03]",49,2015,7,1
"404","F","Yes",4,"Technology",479.92,2,"(7.8e+03,8e+03]",43,2015,4,3
"405","F","Yes",4,"Office Supplies",3.008,2,"(7e+03,7.2e+03]",43,2015,11,5
"406","F","Yes",4,"Furniture",71.12,5,"(6.2e+03,6.4e+03]",43,2015,11,6
"407","F","Yes",4,"Furniture",48.576,3,"(6.2e+03,6.4e+03]",44,2016,11,6
"408","F","Yes",4,"Technology",258.528,2,"(7.8e+03,8e+03]",45,2017,9,4
"409","F","Yes",4,"Technology",1199.976,4,"(7.6e+03,7.8e+03]",44,2016,11,4
"410","F","Yes",4,"Office Supplies",332.94,3,"(7.4e+03,7.6e+03]",44,2016,9,5
"411","F","Yes",4,"Office Supplies",39.872,2,"(6.8e+03,7e+03]",44,2016,9,5
"412","F","Yes",4,"Office Supplies",15.56,2,"(6.8e+03,7e+03]",43,2015,11,5
"413","F","Yes",4,"Furniture",380.058,3,"(6e+03,6.2e+03]",44,2016,11,6
"414","F","Yes",4,"Furniture",241.568,2,"(6.4e+03,6.6e+03]",43,2015,4,6
"415","M","Yes",3,"Office Supplies",44.82,9,"(7e+03,7.2e+03]",23,2014,9,2
"416","M","Yes",3,"Technology",823.96,5,"(7.8e+03,8e+03]",26,2017,10,3
"417","M","Yes",3,"Technology",2799.96,4,"(7.6e+03,7.8e+03]",23,2014,9,3
"418","M","Yes",3,"Office Supplies",68.46,7,"(6.8e+03,7e+03]",23,2014,9,2
"419","M","Yes",3,"Office Supplies",23.472,3,"(6.8e+03,7e+03]",25,2016,9,2
"420","M","Yes",3,"Office Supplies",6.72,5,"(6.8e+03,7e+03]",25,2016,5,2
"421","M","Yes",3,"Technology",16.99,1,"(7.8e+03,8e+03]",23,2014,9,3
"422","M","Yes",3,"Office Supplies",646.272,8,"(6.4e+03,6.6e+03]",26,2017,8,2
"423","M","Yes",3,"Technology",287.97,3,"(7.8e+03,8e+03]",23,2014,9,3
"424","M","Yes",3,"Office Supplies",11.673,3,"(6.6e+03,6.8e+03]",26,2017,11,2
"425","M","Yes",3,"Office Supplies",3.564,3,"(6.8e+03,7e+03]",26,2017,10,2
"426","M","Yes",3,"Office Supplies",601.3,2,"(6.4e+03,6.6e+03]",23,2014,9,2
"427","M","Yes",3,"Office Supplies",21.12,5,"(7.2e+03,7.4e+03]",24,2015,7,2
"428","M","Yes",3,"Furniture",464.292,9,"(6.4e+03,6.6e+03]",23,2014,9,1
"429","M","Yes",3,"Technology",108.784,2,"(7.8e+03,8e+03]",25,2016,9,3
"430","M","Yes",3,"Office Supplies",86.058,7,"(6.8e+03,7e+03]",25,2016,9,2
"431","M","Yes",3,"Office Supplies",10.272,3,"(7e+03,7.2e+03]",25,2016,9,2
"432","M","Yes",3,"Office Supplies",10.368,2,"(7.2e+03,7.4e+03]",26,2017,8,2
"433","M","Yes",3,"Office Supplies",10.272,3,"(6.6e+03,6.8e+03]",26,2017,10,2
"434","M","Yes",3,"Furniture",298.776,3,"(6.4e+03,6.6e+03]",25,2016,5,1
"435","M","Yes",3,"Office Supplies",13.02,7,"(7e+03,7.2e+03]",38,2017,3,2
"436","M","Yes",3,"Office Supplies",36.44,4,"(6.6e+03,6.8e+03]",38,2017,10,2
"437","M","Yes",3,"Furniture",191.968,7,"(6.2e+03,6.4e+03]",36,2015,5,1
"438","M","Yes",3,"Office Supplies",8,5,"(6.4e+03,6.6e+03]",37,2016,5,2
"439","M","Yes",3,"Office Supplies",106.96,2,"(6.4e+03,6.6e+03]",35,2014,4,2
"440","M","Yes",3,"Furniture",22.14,3,"(6.2e+03,6.4e+03]",38,2017,3,1
"441","M","Yes",3,"Furniture",19.98,1,"(6.2e+03,6.4e+03]",38,2017,10,1
"442","M","Yes",3,"Office Supplies",359.32,4,"(7.4e+03,7.6e+03]",38,2017,3,2
"443","M","Yes",3,"Furniture",213.115,5,"(6e+03,6.2e+03]",36,2015,4,1
"444","M","Yes",3,"Office Supplies",17.48,2,"(6.8e+03,7e+03]",36,2015,11,2
"445","M","Yes",3,"Office Supplies",30.576,6,"(6.8e+03,7e+03]",38,2017,3,2
"446","M","Yes",3,"Office Supplies",71.88,2,"(6.8e+03,7e+03]",36,2015,11,2
"447","M","Yes",3,"Furniture",187.76,4,"(6.4e+03,6.6e+03]",35,2014,4,1
"448","F","Yes",3,"Office Supplies",159.88,7,"(7.2e+03,7.4e+03]",16,2016,9,5
"449","F","Yes",3,"Office Supplies",19.98,2,"(7.2e+03,7.4e+03]",16,2016,3,5
"450","F","Yes",3,"Technology",47.984,2,"(7.6e+03,7.8e+03]",15,2015,12,4
"451","F","Yes",3,"Office Supplies",27.36,3,"(6.6e+03,6.8e+03]",14,2014,7,5
"452","F","Yes",3,"Furniture",196.784,2,"(6.2e+03,6.4e+03]",17,2017,2,6
"453","F","Yes",3,"Furniture",231.92,5,"(6e+03,6.2e+03]",17,2017,2,6
"454","F","Yes",3,"Furniture",239.358,3,"(6e+03,6.2e+03]",17,2017,10,6
"455","F","Yes",3,"Furniture",109.764,2,"(6.2e+03,6.4e+03]",15,2015,11,6
"456","F","Yes",3,"Office Supplies",26.064,6,"(6.6e+03,6.8e+03]",15,2015,12,5
"457","F","Yes",3,"Office Supplies",25.984,1,"(7.4e+03,7.6e+03]",14,2014,7,5
"458","M","Yes",4,"Technology",56.4,3,"(7.6e+03,7.8e+03]",41,2014,5,3
"459","M","Yes",4,"Office Supplies",39.296,4,"(7.4e+03,7.6e+03]",44,2017,11,2
"460","M","Yes",4,"Office Supplies",10.272,3,"(7.2e+03,7.4e+03]",44,2017,9,2
"461","M","Yes",4,"Technology",686.4,2,"(7.6e+03,7.8e+03]",43,2016,11,4
"462","M","Yes",4,"Office Supplies",45.576,3,"(6.6e+03,6.8e+03]",43,2016,5,2
"463","M","Yes",4,"Office Supplies",8.448,2,"(7e+03,7.2e+03]",44,2017,11,2
"464","M","Yes",4,"Office Supplies",10.56,2,"(7e+03,7.2e+03]",43,2016,10,2
"465","M","Yes",4,"Office Supplies",44.94,3,"(7.4e+03,7.6e+03]",43,2016,5,2
"466","M","Yes",4,"Office Supplies",14.96,4,"(7e+03,7.2e+03]",43,2016,11,2
"467","M","Yes",4,"Technology",63.96,4,"(7.6e+03,7.8e+03]",44,2017,8,4
"468","M","Yes",4,"Furniture",512.19,5,"(6.4e+03,6.6e+03]",44,2017,9,1
"469","M","Yes",4,"Office Supplies",164.88,3,"(7e+03,7.2e+03]",44,2017,9,2
"470","M","Yes",4,"Office Supplies",1.556,2,"(6.4e+03,6.6e+03]",44,2017,9,2
"471","M","Yes",4,"Technology",263.96,4,"(7.8e+03,8e+03]",32,2016,11,3
"472","M","Yes",4,"Office Supplies",11.696,2,"(7e+03,7.2e+03]",33,2017,9,2
"473","M","Yes",4,"Office Supplies",30.528,8,"(7e+03,7.2e+03]",32,2016,5,2
"474","M","Yes",4,"Technology",359.97,3,"(7.8e+03,8e+03]",32,2016,11,3
"475","M","Yes",4,"Office Supplies",41.86,7,"(6.6e+03,6.8e+03]",33,2017,4,2
"476","M","Yes",4,"Office Supplies",12.96,2,"(7.2e+03,7.4e+03]",32,2016,11,2
"477","M","Yes",4,"Office Supplies",232.4,5,"(6.8e+03,7e+03]",32,2016,9,2
"478","M","Yes",4,"Technology",199.95,5,"(7.6e+03,7.8e+03]",33,2017,4,4
"479","M","Yes",4,"Office Supplies",276.784,2,"(6.8e+03,7e+03]",32,2016,11,2
"480","M","Yes",4,"Furniture",3785.292,6,"(6e+03,6.2e+03]",30,2014,9,1
"481","M","Yes",4,"Office Supplies",2.89,1,"(6.6e+03,6.8e+03]",32,2016,5,2
"482","M","Yes",4,"Office Supplies",116.82,3,"(7.4e+03,7.6e+03]",32,2016,11,2
"483","M","Yes",4,"Office Supplies",54.9,5,"(6.6e+03,6.8e+03]",33,2017,12,2
"484","M","Yes",4,"Furniture",22.608,3,"(6.4e+03,6.6e+03]",32,2016,5,1
"485","M","Yes",4,"Office Supplies",7.896,3,"(7e+03,7.2e+03]",32,2016,5,2
"486","F","Yes",3,"Office Supplies",18.9,3,"(7e+03,7.2e+03]",29,2016,6,5
"487","F","Yes",3,"Office Supplies",1.81,1,"(7e+03,7.2e+03]",29,2016,9,5
"488","F","Yes",3,"Office Supplies",15.78,2,"(7.4e+03,7.6e+03]",27,2014,8,5
"489","F","Yes",3,"Technology",199.99,1,"(7.6e+03,7.8e+03]",29,2016,10,4
"490","F","Yes",3,"Technology",16.36,1,"(7.6e+03,7.8e+03]",27,2014,8,4
"491","F","Yes",3,"Technology",93.98,2,"(7.4e+03,7.6e+03]",29,2016,5,4
"492","F","Yes",3,"Office Supplies",17.43,3,"(6.8e+03,7e+03]",28,2015,4,5
"493","F","Yes",3,"Office Supplies",8.26,2,"(6.8e+03,7e+03]",29,2016,9,5
"494","F","Yes",3,"Office Supplies",45.98,2,"(6.6e+03,6.8e+03]",27,2014,8,5
"495","F","Yes",3,"Office Supplies",64.704,3,"(7e+03,7.2e+03]",38,2016,9,5
"496","F","Yes",3,"Office Supplies",15.54,3,"(7e+03,7.2e+03]",38,2016,8,5
"497","F","Yes",3,"Technology",35.168,4,"(7.6e+03,7.8e+03]",38,2016,9,4
"498","F","Yes",3,"Technology",105.552,6,"(7.6e+03,7.8e+03]",38,2016,8,4
"499","F","Yes",3,"Office Supplies",54.9,5,"(6.8e+03,7e+03]",38,2016,5,5
"500","F","Yes",3,"Office Supplies",3.024,3,"(7e+03,7.2e+03]",39,2017,12,5
"501","F","Yes",3,"Office Supplies",25.06,2,"(6.8e+03,7e+03]",38,2016,4,5
"502","F","Yes",4,"Office Supplies",662.84,4,"(6.4e+03,6.6e+03]",35,2016,5,5
"503","F","Yes",4,"Office Supplies",2.944,1,"(7.4e+03,7.6e+03]",36,2017,11,5
"504","F","Yes",4,"Technology",345,5,"(7.8e+03,8e+03]",35,2016,5,4
"505","F","Yes",4,"Office Supplies",3.208,2,"(6.6e+03,6.8e+03]",35,2016,5,5
"506","F","Yes",4,"Office Supplies",72.784,1,"(7.4e+03,7.6e+03]",36,2017,4,5
"507","F","Yes",4,"Technology",26.176,2,"(7.6e+03,7.8e+03]",35,2016,5,4
"508","F","Yes",4,"Office Supplies",10.43,5,"(6.8e+03,7e+03]",36,2017,4,5
"509","F","Yes",4,"Furniture",174.286,2,"(6.4e+03,6.6e+03]",35,2016,5,6
"510","F","Yes",4,"Office Supplies",7.78,2,"(6.4e+03,6.6e+03]",34,2015,12,5
"511","F","Yes",4,"Technology",257.98,2,"(7.8e+03,8e+03]",35,2016,5,4
"512","F","Yes",4,"Technology",95.1,5,"(7.6e+03,7.8e+03]",35,2016,5,4
"513","F","Yes",4,"Furniture",233.058,3,"(6e+03,6.2e+03]",36,2017,11,6
"514","F","Yes",4,"Office Supplies",26.88,6,"(6.8e+03,7e+03]",35,2016,5,5
"515","F","Yes",4,"Office Supplies",44.384,1,"(7.2e+03,7.4e+03]",36,2017,11,5
"516","F","Yes",4,"Office Supplies",18.088,7,"(6.8e+03,7e+03]",35,2016,4,5
"517","F","Yes",4,"Office Supplies",71.97,3,"(7e+03,7.2e+03]",35,2016,4,5
"518","F","Yes",4,"Office Supplies",4.788,3,"(6.8e+03,7e+03]",30,2016,12,5
"519","F","Yes",4,"Technology",134.85,3,"(7.8e+03,8e+03]",30,2016,3,4
"520","F","Yes",4,"Technology",20.37,3,"(7.4e+03,7.6e+03]",31,2017,12,4
"521","F","Yes",4,"Technology",271.992,1,"(7.8e+03,8e+03]",30,2016,11,4
"522","F","Yes",4,"Furniture",917.9235,9,"(6e+03,6.2e+03]",31,2017,6,6
"523","F","Yes",4,"Furniture",64.784,1,"(6.2e+03,6.4e+03]",28,2014,12,6
"524","F","Yes",4,"Office Supplies",45.528,3,"(7.2e+03,7.4e+03]",28,2014,12,5
"525","F","Yes",4,"Technology",21.98,2,"(7.6e+03,7.8e+03]",29,2015,9,4
"526","F","Yes",4,"Office Supplies",1.344,1,"(6.6e+03,6.8e+03]",28,2014,12,5
"527","F","Yes",4,"Office Supplies",17.52,5,"(6.8e+03,7e+03]",31,2017,12,5
"528","F","Yes",4,"Office Supplies",38.88,6,"(7.2e+03,7.4e+03]",31,2017,6,5
"529","F","Yes",4,"Office Supplies",83.92,5,"(7.4e+03,7.6e+03]",28,2014,12,5
"530","F","Yes",4,"Office Supplies",221.55,3,"(7.4e+03,7.6e+03]",31,2017,12,5
"531","F","Yes",4,"Office Supplies",424.272,2,"(7.4e+03,7.6e+03]",28,2014,12,5
"532","M","Yes",4,"Furniture",362.94,3,"(6e+03,6.2e+03]",29,2014,9,1
"533","M","Yes",4,"Office Supplies",123.92,4,"(7.2e+03,7.4e+03]",29,2014,10,2
"534","M","Yes",4,"Furniture",22.14,3,"(6.2e+03,6.4e+03]",31,2016,6,1
"535","M","Yes",4,"Furniture",164.22,3,"(6.4e+03,6.6e+03]",29,2014,9,1
"536","M","Yes",4,"Office Supplies",8.32,5,"(6.8e+03,7e+03]",31,2016,4,2
"537","M","Yes",4,"Office Supplies",21.39,1,"(7.4e+03,7.6e+03]",29,2014,10,2
"538","M","Yes",4,"Furniture",842.72,8,"(6.2e+03,6.4e+03]",31,2016,12,1
"539","M","Yes",4,"Furniture",41.96,2,"(6.2e+03,6.4e+03]",31,2016,12,1
"540","M","Yes",4,"Office Supplies",14.9,5,"(6.6e+03,6.8e+03]",29,2014,10,2
"541","M","Yes",4,"Technology",59.98,2,"(7.6e+03,7.8e+03]",29,2014,9,3
"542","M","Yes",4,"Furniture",477.3,5,"(6.2e+03,6.4e+03]",32,2017,5,1
"543","M","Yes",3,"Technology",57.568,4,"(7.8e+03,8e+03]",38,2017,11,3
"544","M","Yes",3,"Office Supplies",19.44,3,"(7e+03,7.2e+03]",38,2017,8,2
"545","M","Yes",3,"Furniture",12.99,1,"(6.2e+03,6.4e+03]",38,2017,12,1
"546","M","Yes",3,"Furniture",182.22,3,"(6.2e+03,6.4e+03]",38,2017,12,1
"547","M","Yes",3,"Office Supplies",10.368,2,"(7e+03,7.2e+03]",38,2017,9,2
"548","M","Yes",3,"Furniture",302.94,3,"(6.2e+03,6.4e+03]",38,2017,12,1
"549","M","Yes",3,"Office Supplies",76.64,2,"(7.2e+03,7.4e+03]",36,2015,11,2
"550","M","Yes",3,"Furniture",97.184,2,"(6.2e+03,6.4e+03]",38,2017,9,1
"551","M","Yes",3,"Office Supplies",12.96,2,"(7.2e+03,7.4e+03]",38,2017,9,2
"552","M","Yes",3,"Office Supplies",295.056,9,"(6.8e+03,7e+03]",38,2017,9,2
"553","M","Yes",3,"Technology",199.95,5,"(7.4e+03,7.6e+03]",38,2017,9,3
"554","F","Yes",4,"Office Supplies",14.016,3,"(6.6e+03,6.8e+03]",36,2017,6,5
"555","F","Yes",4,"Office Supplies",20.04,3,"(7.2e+03,7.4e+03]",34,2015,1,5
"556","F","Yes",4,"Technology",99.98,2,"(7.6e+03,7.8e+03]",35,2016,1,4
"557","F","Yes",4,"Office Supplies",8.04,6,"(6.6e+03,6.8e+03]",35,2016,1,5
"558","F","Yes",4,"Office Supplies",9.84,3,"(6.6e+03,6.8e+03]",34,2015,1,5
"559","F","Yes",4,"Office Supplies",85.52,2,"(7.4e+03,7.6e+03]",34,2015,1,5
"560","F","Yes",4,"Office Supplies",42.68,4,"(7e+03,7.2e+03]",36,2017,3,5
"561","F","Yes",4,"Office Supplies",234.36,6,"(6.8e+03,7e+03]",36,2017,3,5
"562","F","Yes",4,"Furniture",122.91,3,"(6.2e+03,6.4e+03]",34,2015,5,6
"563","F","Yes",4,"Technology",299.97,3,"(7.6e+03,7.8e+03]",36,2017,3,4
"564","F","Yes",4,"Furniture",722.352,3,"(6.2e+03,6.4e+03]",34,2015,5,6
"565","F","Yes",4,"Furniture",8.352,6,"(6.2e+03,6.4e+03]",34,2015,5,6
