ProductCategory,Sales,Quantity,gender,MaritalStatus,Familysize,Prodbin,Age,year,month
Technology,445.96,5,M,Yes,4,10,28,2014,8
Furniture,327.76,8,M,Yes,4,2,28,2014,8
Office Supplies,6.047999999999999,7,M,Yes,4,4,30,2015,11
Office Supplies,98.352,3,M,Yes,4,3,30,2015,11
Furniture,335.744,2,M,Yes,4,2,30,2015,11
Office Supplies,114.46,2,M,Yes,4,8,30,2016,1
Furniture,94.68,9,M,Yes,4,2,30,2016,9
Office Supplies,23.67,3,M,Yes,4,8,30,2016,9
Technology,1091.1680000000001,4,M,Yes,4,10,30,2016,9
Office Supplies,18.69,7,M,Yes,4,4,30,2016,9
Furniture,568.7280000000001,3,M,Yes,4,3,30,2016,9
Office Supplies,7.312,1,M,Yes,4,5,30,2016,9
Office Supplies,85.22399999999999,3,M,Yes,4,8,31,2016,12
Technology,649.0,2,M,Yes,4,9,32,2017,12
Office Supplies,62.808,3,M,Yes,3,5,37,2014,11
Technology,69.93,7,M,Yes,3,10,38,2016,2
Office Supplies,447.86,7,F,Yes,3,4,37,2014,5
Office Supplies,17.94,3,F,Yes,3,7,37,2014,5
Office Supplies,245.88,6,F,Yes,3,3,37,2014,5
Office Supplies,34.44,3,F,Yes,3,7,38,2014,11
Office Supplies,298.464,6,F,Yes,3,8,40,2017,7
Office Supplies,4.842,3,F,Yes,3,4,41,2017,9
Office Supplies,8.94,3,F,Yes,3,6,41,2017,10
Technology,84.78399999999999,2,F,Yes,3,10,41,2017,10
Office Supplies,87.92,4,F,Yes,3,4,41,2017,10
Office Supplies,58.73,7,F,Yes,3,3,41,2017,11
Office Supplies,93.344,4,F,Yes,3,5,41,2017,11
Technology,1679.96,5,M,No,1,10,21,2014,4
Office Supplies,158.13,3,M,No,1,5,21,2014,5
Technology,43.6,5,M,No,1,10,21,2014,5
Office Supplies,88.8,6,M,No,1,6,21,2014,12
Technology,319.968,4,M,No,1,10,21,2014,12
Office Supplies,19.44,3,M,No,1,7,21,2015,3
Office Supplies,17.12,4,M,No,1,7,22,2015,12
Office Supplies,67.71,3,M,No,1,7,23,2016,11
Office Supplies,129.92,4,M,No,1,3,23,2016,11
Furniture,467.46,9,M,No,1,2,23,2016,11
Office Supplies,61.4,5,M,No,1,7,23,2016,11
Office Supplies,720.76,4,M,No,1,8,23,2016,11
Office Supplies,5.184,3,M,No,1,5,23,2016,11
Office Supplies,14.7,5,M,No,1,4,23,2016,11
Office Supplies,6.68,1,M,No,1,7,24,2017,5
Office Supplies,6.367999999999999,2,M,No,1,6,24,2017,9
Furniture,63.68600000000001,1,M,No,1,2,24,2017,12
Furniture,504.9,5,M,No,1,2,24,2017,12
Office Supplies,2060.744,7,M,Yes,4,5,31,2014,8
Furniture,4297.644,13,M,Yes,4,3,31,2015,1
Office Supplies,103.92,4,M,Yes,4,3,32,2015,12
Technology,899.91,9,M,Yes,4,9,32,2015,12
Office Supplies,51.312,3,M,Yes,4,4,32,2015,12
Office Supplies,96.08,2,M,Yes,4,7,33,2016,9
Office Supplies,11.68,2,M,Yes,4,4,33,2016,9
Office Supplies,4.36,2,M,Yes,4,6,33,2016,9
Office Supplies,53.248000000000005,2,M,Yes,4,5,33,2016,11
Office Supplies,83.92,4,M,Yes,4,8,34,2017,12
Technology,131.98,2,M,Yes,4,10,34,2017,12
Office Supplies,15.92,4,M,Yes,4,5,34,2017,12
Office Supplies,52.29,9,M,Yes,4,6,34,2017,12
Office Supplies,91.99,1,M,Yes,4,8,34,2017,12
Technology,468.9,6,F,Yes,4,9,37,2014,2
Office Supplies,322.192,13,F,Yes,4,7,38,2014,10
Office Supplies,2.946,3,F,Yes,4,4,38,2014,10
Office Supplies,19.136,4,F,Yes,4,6,38,2014,10
Office Supplies,31.12,4,F,Yes,4,5,39,2015,9
Office Supplies,194.32,4,F,Yes,4,3,39,2015,12
Furniture,62.72,4,F,Yes,4,2,40,2017,1
Technology,2939.93,7,F,Yes,4,10,40,2017,1
Furniture,359.499,3,F,Yes,4,1,41,2017,11
Office Supplies,10.48,1,F,Yes,4,8,41,2017,11
Office Supplies,104.85,1,M,Yes,4,6,44,2014,7
Office Supplies,8.704,2,M,Yes,4,5,44,2014,7
Office Supplies,19.92,4,M,Yes,4,7,44,2014,7
Furniture,43.02,3,M,Yes,4,2,44,2014,7
Furniture,227.36,7,M,Yes,4,2,45,2015,1
Technology,1919.976,3,M,Yes,4,9,45,2015,1
Furniture,47.516000000000005,2,M,Yes,4,1,46,2015,9
Office Supplies,51.52,4,M,Yes,4,8,46,2015,9
Office Supplies,10.56,2,M,Yes,4,7,46,2016,8
Office Supplies,6.48,1,M,Yes,4,6,47,2016,8
Office Supplies,31.744,2,M,Yes,4,4,48,2017,9
Furniture,638.82,9,F,Yes,3,1,21,2014,8
Office Supplies,23.744,2,F,Yes,3,5,21,2014,9
Technology,357.0,3,F,Yes,3,9,21,2014,9
Office Supplies,2.502,3,F,Yes,3,5,21,2014,9
Office Supplies,123.14399999999999,7,F,Yes,3,5,21,2014,11
Furniture,275.88,6,F,Yes,3,2,22,2015,12
Office Supplies,157.9,5,F,Yes,3,5,22,2015,12
Technology,45.0,3,F,Yes,3,9,23,2016,6
Technology,21.8,2,F,Yes,3,10,23,2016,6
Technology,249.584,2,F,Yes,3,10,23,2016,12
Technology,68.112,3,F,Yes,3,9,23,2016,12
Technology,16.56,3,F,Yes,3,9,23,2016,12
Office Supplies,11.68,2,F,Yes,3,4,24,2017,7
Technology,159.75,5,F,Yes,3,9,24,2017,7
Office Supplies,143.856,9,F,Yes,3,6,24,2017,12
Office Supplies,65.584,2,F,Yes,4,6,47,2015,3
Furniture,383.4656,4,F,Yes,4,1,47,2015,3
Technology,1212.848,7,F,Yes,4,10,47,2015,11
Technology,89.97,3,F,Yes,4,8,47,2015,11
Furniture,42.6,3,F,Yes,4,2,47,2015,11
Office Supplies,23.34,3,F,Yes,4,6,48,2016,8
Technology,2279.96,4,F,Yes,4,10,48,2016,11
Office Supplies,14.94,3,F,Yes,4,6,48,2016,11
Technology,1704.89,11,F,Yes,4,9,49,2017,10
Furniture,521.96,2,F,Yes,4,3,49,2017,12
Office Supplies,22.5,6,F,Yes,4,6,59,2014,11
Office Supplies,9.96,2,F,Yes,4,6,59,2014,11
Office Supplies,213.08,7,F,Yes,4,5,59,2014,11
Furniture,1025.88,6,F,Yes,4,1,59,2014,11
Office Supplies,12.96,2,F,Yes,4,7,59,2014,11
Office Supplies,39.48,1,M,Yes,4,3,46,2014,7
Furniture,20.94,3,M,Yes,4,2,47,2015,7
Office Supplies,135.09,9,M,Yes,4,4,47,2015,7
Technology,279.86,14,M,Yes,4,9,47,2015,7
Office Supplies,90.06,6,M,Yes,4,4,47,2015,7
Technology,47.97,3,M,Yes,4,9,48,2016,8
Furniture,303.25,5,M,Yes,4,2,63,2014,4
Office Supplies,270.72,3,M,Yes,4,3,63,2014,4
Furniture,1487.04,5,M,Yes,4,2,63,2014,4
Office Supplies,6.096,2,M,Yes,4,5,65,2015,9
Furniture,191.82,3,M,Yes,4,3,65,2015,9
Office Supplies,13.9,5,M,Yes,4,4,65,2015,12
Office Supplies,17.12,4,M,Yes,4,3,65,2015,12
Technology,239.97,3,M,Yes,4,8,66,2017,1
Furniture,37.74,3,M,Yes,4,2,66,2017,1
Office Supplies,4.224,3,F,Yes,4,4,27,2014,9
Furniture,409.272,2,F,Yes,4,3,27,2014,9
Office Supplies,55.44,11,F,Yes,4,6,27,2014,9
Office Supplies,20.928,4,F,Yes,4,6,27,2014,9
Office Supplies,1801.632,6,F,Yes,4,8,27,2014,9
Furniture,67.176,1,F,Yes,4,3,27,2014,9
Office Supplies,15.696,3,F,Yes,4,6,28,2014,11
Furniture,192.18599999999998,3,F,Yes,4,2,28,2014,12
Office Supplies,1085.42,7,F,Yes,4,8,28,2015,3
Office Supplies,13.11,3,F,Yes,4,3,28,2015,3
Office Supplies,470.36,11,F,Yes,4,8,28,2015,8
Office Supplies,7.04,2,F,Yes,4,5,29,2015,12
Office Supplies,5.04,4,F,Yes,4,6,29,2015,12
Office Supplies,116.28,3,F,Yes,4,7,29,2015,12
Office Supplies,105.52,4,F,Yes,4,7,29,2016,2
Furniture,68.432,7,F,Yes,4,2,29,2016,9
Office Supplies,17.616,4,F,Yes,4,5,30,2016,10
Office Supplies,37.52,4,F,Yes,4,7,30,2017,5
Office Supplies,735.98,2,F,Yes,4,5,30,2017,7
Furniture,20.94,3,F,Yes,4,2,31,2017,12
Furniture,58.68,2,F,Yes,4,2,31,2017,12
Office Supplies,254.9,5,F,Yes,4,3,31,2017,12
Office Supplies,9.408,2,F,No,1,7,25,2014,10
Office Supplies,4.672,2,F,No,1,6,25,2014,10
Technology,318.4,2,F,No,1,10,25,2014,10
Office Supplies,12.767999999999999,6,F,No,1,6,25,2014,10
Office Supplies,15.36,2,F,No,1,8,25,2014,10
Technology,230.37599999999998,3,F,No,1,10,25,2014,10
Technology,7.16,1,F,No,1,9,25,2014,10
Technology,105.98,2,F,No,1,10,26,2015,2
Furniture,493.92,7,F,No,1,3,26,2015,2
Office Supplies,37.94,2,F,No,1,7,27,2016,4
Technology,380.86400000000003,8,F,No,1,10,27,2016,7
Technology,859.2,3,F,No,1,10,27,2016,9
Furniture,455.97,6,F,No,1,3,28,2016,12
Office Supplies,10.44,6,F,No,1,4,28,2016,12
Office Supplies,5.2139999999999995,2,F,No,1,5,28,2016,12
Office Supplies,123.92,5,F,No,1,6,28,2017,2
Technology,1319.8,5,F,No,1,9,28,2017,2
Office Supplies,95.616,2,F,No,1,8,28,2017,9
Office Supplies,19.727999999999998,9,F,No,1,4,28,2017,12
Technology,151.188,2,F,No,1,10,28,2017,12
Office Supplies,21.84,3,M,Yes,4,7,42,2014,7
Office Supplies,15.6,5,M,Yes,4,4,42,2014,7
Office Supplies,76.77600000000001,4,M,Yes,4,5,42,2014,8
Office Supplies,9.184,2,M,Yes,4,8,42,2014,8
Office Supplies,286.344,3,M,Yes,4,8,42,2014,11
Office Supplies,3.76,2,M,Yes,4,6,42,2014,11
Technology,45.99,1,M,Yes,4,10,42,2015,5
Office Supplies,535.41,3,M,Yes,4,8,42,2015,5
Office Supplies,6.096,2,M,Yes,4,4,42,2015,5
Office Supplies,45.36,7,M,Yes,4,7,42,2015,5
Office Supplies,24.56,2,M,Yes,4,6,43,2015,10
Technology,837.6,3,M,Yes,4,9,44,2016,8
Office Supplies,135.9,5,M,Yes,4,5,44,2016,8
Office Supplies,34.68,6,M,Yes,4,7,44,2016,8
Furniture,532.7040000000001,6,M,Yes,4,1,44,2016,8
Office Supplies,43.1,5,M,Yes,4,3,44,2016,8
Office Supplies,15.88,4,M,Yes,4,8,44,2016,8
Technology,279.944,7,M,Yes,4,9,44,2016,11
Office Supplies,193.95,3,M,Yes,4,8,45,2017,8
Technology,579.95,5,M,Yes,4,10,43,2014,8
Furniture,29.12,4,M,Yes,4,2,43,2014,8
Furniture,1202.94,3,M,Yes,4,3,43,2014,8
Office Supplies,61.792,4,M,Yes,4,8,44,2015,7
Office Supplies,140.736,4,M,Yes,4,4,44,2015,9
Office Supplies,31.086,3,M,Yes,4,4,45,2016,3
Office Supplies,1.9409999999999998,1,M,Yes,4,4,45,2016,7
Furniture,90.882,3,M,Yes,4,1,45,2016,10
Technology,15.992,1,M,Yes,4,10,45,2016,10
Furniture,120.78399999999999,1,M,Yes,4,2,45,2016,10
Office Supplies,52.272,3,M,Yes,4,3,46,2017,11
Office Supplies,213.136,7,M,Yes,4,3,46,2017,11
Furniture,290.666,2,F,Yes,4,1,41,2014,1
Technology,539.964,6,F,Yes,4,10,42,2014,11
Technology,50.232,7,F,Yes,4,10,42,2014,11
Office Supplies,19.242,3,F,Yes,4,4,42,2014,11
Furniture,866.4,4,F,Yes,4,1,43,2016,2
Office Supplies,6.56,2,F,Yes,4,4,45,2017,9
Furniture,243.92,5,F,Yes,4,2,45,2017,9
Office Supplies,47.52,9,F,Yes,4,6,45,2017,9
Furniture,30.56,5,F,Yes,4,2,45,2017,11
Office Supplies,64.17,3,F,Yes,4,8,68,2015,9
Office Supplies,124.46,2,F,Yes,4,5,68,2015,9
Office Supplies,9.82,2,F,Yes,4,6,69,2017,4
Office Supplies,35.97,3,F,Yes,4,4,69,2017,4
Office Supplies,12.96,2,F,Yes,4,7,69,2017,4
Office Supplies,191.6,4,F,Yes,4,7,69,2017,4
Office Supplies,8.64,3,F,Yes,4,6,69,2017,4
Office Supplies,501.81,3,F,Yes,4,8,69,2017,4
Furniture,161.28,2,F,Yes,3,3,40,2016,8
Office Supplies,9.82,2,M,Yes,3,6,38,2015,1
Technology,16.776,3,M,Yes,3,10,39,2015,3
Office Supplies,48.784,1,M,Yes,3,3,41,2017,3
Office Supplies,13.092,4,M,Yes,3,4,41,2017,3
Office Supplies,348.48800000000006,7,M,Yes,4,5,39,2014,12
Office Supplies,172.736,4,M,Yes,4,8,39,2014,12
Office Supplies,77.24,5,M,Yes,4,8,40,2015,2
Office Supplies,33.4,5,M,Yes,4,7,40,2015,10
Office Supplies,210.84,4,M,Yes,4,5,40,2015,10
Technology,369.57599999999996,3,M,Yes,4,10,41,2016,4
Office Supplies,15.712,4,M,Yes,4,6,41,2016,4
Furniture,383.43800000000005,4,M,Yes,4,3,41,2016,9
Furniture,142.18200000000002,1,M,Yes,4,3,41,2016,10
Office Supplies,56.784,7,M,Yes,4,7,42,2017,10
Office Supplies,5.607,3,M,Yes,4,4,42,2017,10
Office Supplies,6.5760000000000005,3,M,Yes,4,4,42,2017,10
Office Supplies,92.52,6,M,Yes,4,8,42,2017,11
Office Supplies,37.76,1,M,Yes,4,8,42,2017,11
Office Supplies,7.38,2,M,Yes,4,6,42,2017,11
Furniture,5.82,2,M,Yes,4,2,42,2017,11
Office Supplies,6.54,3,M,Yes,4,6,42,2017,12
Office Supplies,74.352,3,F,Yes,4,7,80,2014,3
Furniture,314.35200000000003,3,F,Yes,4,1,80,2014,3
Office Supplies,41.91,3,F,Yes,4,3,84,2017,7
Technology,361.376,2,F,Yes,4,10,84,2017,11
Furniture,192.22,14,M,Yes,4,2,34,2015,1
Office Supplies,173.488,7,M,Yes,4,7,34,2015,6
Office Supplies,516.96,4,M,Yes,4,8,34,2015,6
Furniture,173.208,7,M,Yes,4,2,34,2015,6
Office Supplies,4.448,2,M,Yes,4,4,34,2015,6
Office Supplies,9.0,3,M,Yes,4,6,34,2015,6
Office Supplies,42.24,10,M,Yes,4,7,34,2015,6
Office Supplies,18.264,2,M,Yes,4,5,34,2015,6
Office Supplies,3.592,1,M,Yes,4,5,34,2015,10
Office Supplies,15.552,3,M,Yes,4,7,34,2015,10
Furniture,347.361,7,M,Yes,4,3,34,2015,10
Office Supplies,10.368,2,M,Yes,4,6,34,2015,10
Technology,105.584,2,M,Yes,4,10,34,2015,10
Technology,68.72,2,M,Yes,4,10,34,2015,10
Office Supplies,418.32,7,M,Yes,4,8,34,2015,11
Office Supplies,123.85799999999999,2,M,Yes,4,3,34,2015,11
Office Supplies,19.296,3,M,Yes,4,5,35,2016,10
Office Supplies,11.648,2,M,Yes,4,6,36,2017,10
Office Supplies,18.176,4,M,Yes,4,7,36,2017,10
Office Supplies,59.711999999999996,6,M,Yes,4,8,36,2017,10
Office Supplies,24.84,3,M,Yes,4,6,36,2017,10
Office Supplies,9.584,1,M,Yes,3,5,20,2014,4
Office Supplies,169.45,5,M,Yes,3,8,21,2014,9
Office Supplies,40.68,2,M,Yes,3,8,21,2014,9
Office Supplies,51.016000000000005,7,M,Yes,3,4,21,2014,11
Technology,85.14,3,M,Yes,3,9,21,2015,4
Technology,21.99,1,M,Yes,3,10,21,2015,4
Office Supplies,406.6,5,M,Yes,3,3,21,2015,4
Technology,8749.95,5,M,Yes,3,9,22,2016,2
Office Supplies,36.4,8,M,Yes,3,5,22,2016,2
Furniture,18.69,7,M,Yes,3,2,22,2016,2
Office Supplies,14.62,2,M,Yes,3,6,23,2016,6
Office Supplies,53.983999999999995,14,M,Yes,3,5,23,2016,6
Technology,389.97,3,M,Yes,3,9,23,2016,6
Furniture,14.136,2,M,Yes,3,3,23,2016,9
Furniture,601.47,3,M,Yes,3,3,23,2016,9
Office Supplies,1332.496,2,M,Yes,3,8,23,2017,3
Office Supplies,5.952000000000001,1,M,Yes,3,4,24,2017,8
Technology,82.95,5,M,Yes,3,8,24,2017,11
Office Supplies,124.36,2,M,Yes,3,8,24,2017,12
Office Supplies,14.112,6,M,Yes,3,4,48,2016,11
Office Supplies,237.09599999999998,3,M,Yes,3,8,48,2017,8
Furniture,22.752,3,M,Yes,3,2,48,2017,8
Office Supplies,6.672000000000001,1,M,Yes,3,7,48,2017,8
Furniture,86.62,2,F,Yes,3,2,39,2016,4
Office Supplies,37.66,7,F,Yes,3,4,41,2017,10
Office Supplies,19.456,4,M,Yes,4,4,45,2014,3
Technology,299.98,2,M,Yes,4,10,46,2015,6
Office Supplies,403.68,6,M,Yes,4,5,46,2015,6
Technology,41.9,2,M,Yes,4,10,46,2015,6
Office Supplies,28.91,7,M,Yes,4,6,46,2015,6
Office Supplies,45.28,4,M,Yes,4,3,46,2015,11
Technology,50.0,2,M,Yes,4,9,46,2015,12
Furniture,301.96,2,M,Yes,4,1,47,2016,11
Office Supplies,638.73,9,M,Yes,4,3,48,2017,8
Office Supplies,9.344,2,M,Yes,4,4,48,2017,10
Office Supplies,64.2,5,F,Yes,4,5,46,2015,6
Office Supplies,38.52,3,F,Yes,4,5,46,2015,6
Technology,72.6,5,F,Yes,4,9,46,2015,6
Office Supplies,108.336,6,F,Yes,4,7,47,2016,4
Office Supplies,55.92,5,F,Yes,4,8,47,2016,4
Office Supplies,78.304,2,F,Yes,4,7,47,2016,4
Technology,4476.8,4,F,Yes,4,9,47,2016,6
Office Supplies,104.85,1,F,Yes,4,6,47,2016,6
Office Supplies,241.44,3,F,Yes,4,3,47,2016,6
Office Supplies,12.96,2,F,Yes,4,7,47,2016,7
Office Supplies,45.98,2,F,Yes,4,4,47,2016,7
Office Supplies,27.68,2,F,Yes,4,5,47,2016,11
Office Supplies,895.92,4,F,Yes,4,5,48,2017,3
Office Supplies,13.248,4,F,Yes,4,4,49,2017,12
Technology,83.988,2,F,Yes,4,10,49,2017,12
Office Supplies,18.9,6,M,Yes,4,6,73,2014,4
Office Supplies,1141.47,5,M,Yes,4,4,76,2016,9
Technology,280.782,3,M,Yes,4,10,76,2016,9
Office Supplies,2.992,4,F,Yes,4,5,53,2015,10
Technology,108.76799999999999,4,F,Yes,4,9,53,2015,10
Technology,572.8,2,F,Yes,4,10,53,2015,10
Office Supplies,8.22,3,F,Yes,4,4,53,2015,12
Technology,54.38399999999999,2,F,Yes,4,9,53,2015,12
Office Supplies,186.54,3,F,Yes,4,8,55,2017,8
Office Supplies,247.84,8,F,Yes,4,6,31,2014,4
Office Supplies,9.912,3,F,Yes,4,5,31,2014,4
Furniture,279.45599999999996,6,F,Yes,4,2,31,2014,5
Office Supplies,8.0,2,F,Yes,4,7,31,2014,5
Office Supplies,49.408,4,F,Yes,4,5,31,2014,10
Technology,34.77,3,F,Yes,4,9,31,2014,12
Office Supplies,18.9,3,F,Yes,4,6,31,2014,12
Office Supplies,323.1,2,F,Yes,4,8,32,2015,12
Technology,668.16,9,F,Yes,4,10,32,2015,12
Furniture,86.45,7,F,Yes,4,2,33,2016,3
Office Supplies,18.704,7,F,Yes,4,4,34,2017,12
Office Supplies,61.96,2,F,Yes,4,6,67,2014,10
Office Supplies,1.344,1,F,Yes,4,5,67,2014,10
Office Supplies,370.14,3,F,Yes,4,3,67,2015,4
Office Supplies,111.96,2,F,Yes,4,6,68,2016,6
Office Supplies,13.36,4,F,Yes,4,4,70,2017,10
Office Supplies,39.96,2,F,Yes,4,6,70,2017,10
Office Supplies,145.85,5,F,Yes,4,5,70,2017,10
Office Supplies,18.336,2,F,Yes,4,4,70,2014,2
Technology,180.96,5,F,Yes,4,10,70,2014,2
Office Supplies,56.82,3,F,Yes,4,5,72,2016,2
Office Supplies,104.28,3,F,Yes,4,8,72,2016,5
Office Supplies,17.94,3,F,Yes,4,7,72,2016,5
Furniture,39.92,4,F,Yes,4,2,72,2016,10
Furniture,526.344,4,F,Yes,4,2,73,2017,7
Office Supplies,310.688,7,F,Yes,4,6,44,2014,6
Technology,108.57600000000001,4,F,Yes,4,10,46,2016,3
Office Supplies,5.984,2,F,Yes,4,6,46,2016,3
Furniture,194.84799999999998,4,F,Yes,4,1,47,2016,10
Office Supplies,33.568000000000005,2,F,Yes,4,5,47,2016,12
Technology,302.376,3,F,Yes,4,10,47,2016,12
Office Supplies,333.09,3,F,Yes,4,8,48,2017,10
Furniture,248.98,2,F,Yes,4,3,48,2017,10
Office Supplies,5.892,4,F,Yes,3,5,43,2014,9
Office Supplies,113.1,3,F,Yes,3,5,44,2015,6
Office Supplies,10.74,3,F,Yes,3,5,44,2015,11
Office Supplies,27.396,9,F,Yes,3,4,46,2017,10
Office Supplies,13.456,1,F,Yes,3,5,46,2017,10
Office Supplies,89.712,6,F,Yes,4,5,35,2014,7
Office Supplies,22.83,3,F,Yes,4,7,35,2014,7
Office Supplies,4.4639999999999995,3,F,Yes,4,6,35,2014,8
Office Supplies,9.345,5,F,Yes,4,4,35,2014,8
Office Supplies,34.86,7,F,Yes,4,6,35,2014,11
Furniture,89.34,6,F,Yes,4,2,35,2014,11
Technology,50.88,6,F,Yes,4,9,36,2015,12
Office Supplies,27.311999999999998,2,F,Yes,4,5,36,2015,12
Office Supplies,11.96,2,F,Yes,4,7,37,2016,5
Office Supplies,38.431999999999995,1,F,Yes,4,7,37,2016,11
Office Supplies,21.568,2,F,Yes,4,8,37,2016,11
Technology,81.57600000000001,3,F,Yes,4,9,37,2016,11
Furniture,268.704,3,F,Yes,4,3,37,2016,12
Office Supplies,21.92,8,F,Yes,4,4,37,2016,12
Office Supplies,48.72,3,F,Yes,4,8,37,2016,12
Furniture,205.666,2,F,Yes,4,1,37,2016,12
Technology,238.0,2,F,Yes,4,9,38,2017,3
Office Supplies,61.96,2,F,Yes,4,6,38,2017,3
Office Supplies,81.4,5,F,Yes,4,8,38,2017,3
Office Supplies,11.088,7,F,Yes,4,4,38,2017,12
Office Supplies,57.42,9,F,Yes,3,4,50,2014,5
Office Supplies,22.92,3,F,Yes,3,6,51,2015,3
Office Supplies,7.5,2,F,Yes,3,6,51,2015,9
Furniture,18.176,1,F,Yes,3,2,51,2015,11
Office Supplies,14.015999999999998,3,F,Yes,3,4,52,2017,1
Technology,71.976,3,F,Yes,3,8,52,2017,1
Technology,107.98200000000001,3,F,Yes,3,10,52,2017,1
Office Supplies,228.92,5,F,Yes,3,8,53,2017,7
Technology,538.92,9,F,Yes,4,9,42,2015,2
Technology,55.992,1,F,Yes,4,10,44,2016,7
Office Supplies,14.62,2,F,Yes,4,6,44,2016,11
Technology,944.93,7,F,Yes,4,10,44,2016,11
Technology,45.0,3,F,Yes,4,9,45,2017,10
Office Supplies,17.9,5,F,Yes,4,6,45,2017,10
Furniture,40.48,2,F,Yes,4,2,45,2017,10
Furniture,2154.9,5,F,Yes,4,1,45,2017,10
Office Supplies,83.9,10,F,Yes,4,3,45,2017,11
Office Supplies,11.76,2,F,Yes,4,7,45,2017,11
Technology,779.796,2,F,Yes,4,10,40,2014,5
Furniture,218.75,2,F,Yes,4,3,40,2014,8
Office Supplies,2.6,1,F,Yes,4,3,40,2014,8
Furniture,120.666,2,F,Yes,4,1,41,2015,10
Office Supplies,33.36,4,F,Yes,4,6,42,2016,11
Office Supplies,13.76,2,F,Yes,4,7,42,2016,11
Office Supplies,496.86,7,F,Yes,4,8,42,2016,11
Furniture,389.97,3,F,Yes,4,1,42,2016,11
Office Supplies,195.104,4,F,Yes,4,3,43,2017,4
Furniture,36.672,3,F,Yes,4,2,43,2017,4
Office Supplies,25.824,6,F,Yes,4,4,43,2017,9
Office Supplies,160.96,2,F,Yes,4,3,43,2017,9
Office Supplies,19.6,5,F,Yes,4,6,44,2017,12
Furniture,68.46,2,F,Yes,4,3,44,2017,12
Furniture,1592.85,7,F,Yes,4,3,65,2016,1
Office Supplies,11.88,2,F,Yes,4,5,65,2016,1
Furniture,41.568000000000005,2,F,Yes,4,1,65,2016,4
Furniture,210.58,2,F,Yes,4,2,66,2017,2
Office Supplies,30.96,2,F,Yes,4,5,66,2017,2
Technology,239.984,2,F,Yes,4,9,66,2017,2
Furniture,32.448,2,F,Yes,4,3,66,2017,5
Office Supplies,26.388,4,F,Yes,4,5,66,2017,5
Furniture,373.47,5,F,Yes,4,3,66,2017,5
Office Supplies,64.2,5,F,Yes,4,5,66,2017,5
Office Supplies,8.0,2,F,Yes,4,6,66,2017,5
Office Supplies,50.4,8,F,Yes,4,6,66,2017,8
Furniture,259.13599999999997,4,M,Yes,4,2,35,2014,7
Technology,50.12,7,M,Yes,4,9,37,2016,6
Office Supplies,45.24,4,M,Yes,4,5,37,2016,12
Office Supplies,18.688,4,M,Yes,4,4,37,2016,12
Office Supplies,11.648,2,M,Yes,4,7,37,2016,12
Technology,112.77600000000001,3,M,Yes,4,8,37,2016,12
Furniture,377.45,5,M,Yes,4,3,37,2016,12
Office Supplies,15.936,4,M,Yes,4,6,37,2016,12
Technology,28.68,3,M,Yes,4,10,37,2016,12
Office Supplies,244.55,5,M,Yes,4,7,38,2017,4
Office Supplies,195.76,4,M,Yes,4,7,38,2017,4
Office Supplies,163.96,5,M,Yes,4,6,38,2017,7
Office Supplies,5.232,4,M,Yes,4,5,38,2017,7
Office Supplies,102.93,3,M,Yes,4,5,38,2017,8
Technology,98.16,6,M,Yes,4,9,38,2017,8
Office Supplies,5.247999999999999,2,M,Yes,4,4,38,2017,10
Furniture,143.43200000000002,1,F,Yes,4,3,59,2014,10
Furniture,122.352,3,F,Yes,4,2,59,2014,10
Technology,239.7,6,F,Yes,4,9,60,2015,7
Office Supplies,41.28,2,F,Yes,4,5,62,2017,5
Office Supplies,97.82,2,F,Yes,4,7,62,2017,6
Technology,103.12,8,F,Yes,4,8,62,2017,6
Furniture,1488.424,7,F,Yes,4,3,62,2017,8
Office Supplies,12.78,3,F,Yes,4,4,45,2014,1
Technology,111.93,7,F,Yes,4,9,46,2014,7
Office Supplies,69.52,2,F,Yes,4,8,46,2014,11
Office Supplies,5.64,3,F,Yes,4,4,46,2014,11
Furniture,199.9,5,F,Yes,4,2,46,2014,11
Furniture,1565.88,6,F,Yes,4,1,47,2016,1
Office Supplies,106.05,7,F,Yes,4,5,47,2016,1
Office Supplies,84.78399999999999,2,F,Yes,4,8,48,2016,7
Furniture,27.92,4,F,Yes,4,2,48,2017,1
Furniture,399.67199999999997,7,F,Yes,4,3,48,2017,1
Furniture,556.665,5,F,Yes,4,1,49,2017,10
Technology,95.84,4,F,Yes,4,10,49,2017,10
Office Supplies,18.368,4,F,Yes,4,5,49,2017,11
Technology,251.96400000000003,6,M,Yes,4,10,55,2014,12
Furniture,523.764,3,M,Yes,4,3,55,2014,12
Furniture,179.886,1,M,Yes,4,2,56,2015,9
Technology,85.2,6,M,Yes,4,9,58,2017,9
Office Supplies,14.88,2,M,Yes,4,4,58,2017,9
Office Supplies,64.86399999999999,4,M,Yes,3,3,19,2014,1
Office Supplies,4.368,3,M,Yes,3,4,20,2014,7
Furniture,289.24,7,M,Yes,3,2,20,2014,8
Office Supplies,69.456,2,M,Yes,3,4,20,2014,8
Furniture,318.43,5,M,Yes,3,2,22,2016,11
Technology,122.92,7,M,Yes,3,10,22,2016,11
Furniture,7.068,3,M,Yes,3,2,22,2016,11
Office Supplies,27.18,3,M,Yes,3,7,23,2017,9
Furniture,177.225,5,M,Yes,3,3,23,2017,10
Office Supplies,25.584,2,M,Yes,4,5,34,2014,5
