"BillNumber","BillDate","CustomerID","ProductID","ProductCategory","Sales","Quantity"
"B39382","2016-05-20","C21155","PR6919","Office Supplies",2.694,2
"B39605","2016-06-09","C21155","PR6207","Furniture",122.352,3
"B40171","2016-09-05","C21155","PR6259","Furniture",58.248,9
"B40171","2016-09-05","C21155","PR6177","Furniture",71.246,2
"B40171","2016-09-05","C21155","PR6609","Office Supplies",7.872,3
"B40171","2016-09-05","C21155","PR6165","Furniture",887.271,3
"B40024","2016-09-15","C21155","PR7336","Office Supplies",5.344,1
"B42166","2016-11-30","C21155","PR7905","Technology",36.192,1
"B41414","2017-10-07","C21155","PR7467","Office Supplies",85.52,2
"B40572","2017-12-09","C21155","PR7708","Technology",104.88,6
"B40572","2017-12-09","C21155","PR6642","Office Supplies",34.7,5
"B40572","2017-12-09","C21155","PR6815","Office Supplies",33.72,4
"B40572","2017-12-09","C21155","PR7154","Office Supplies",14.94,3
"B41672","2017-12-21","C21155","PR7866","Technology",281.97,3
"B41672","2017-12-21","C21155","PR7537","Office Supplies",69.5,5
"B41672","2017-12-21","C21155","PR7197","Office Supplies",166.44,3
"B38374","2015-09-15","C21156","PR6855","Office Supplies",3.576,4
"B38374","2015-09-15","C21156","PR7458","Office Supplies",147.184,2
"B41082","2017-02-23","C21156","PR7035","Office Supplies",8.4,5
"B41082","2017-02-23","C21156","PR7926","Technology",71.96,5
"B40397","2017-03-24","C21156","PR7479","Office Supplies",12.768,2
"B41514","2017-09-02","C21156","PR6604","Office Supplies",23.1,2
"B41514","2017-09-02","C21156","PR6289","Furniture",11.54,2
"B41514","2017-09-02","C21156","PR6448","Furniture",254.526,1
"B41514","2017-09-02","C21156","PR6497","Office Supplies",12.98,1
"B41514","2017-09-02","C21156","PR6956","Office Supplies",26.432,8
"B41514","2017-09-02","C21156","PR7934","Technology",197.97,3
"B41514","2017-09-02","C21156","PR7079","Office Supplies",18.9,6
"B41514","2017-09-02","C21156","PR6216","Furniture",1282.41,5
"B41514","2017-09-02","C21156","PR6733","Office Supplies",4.92,3
"B41514","2017-09-02","C21156","PR7653","Technology",238,2
"B41514","2017-09-02","C21156","PR7572","Technology",167.97,3
"B41514","2017-09-02","C21156","PR7350","Office Supplies",17.12,4
"B41742","2017-12-24","C21156","PR6302","Furniture",37.93,1
"B33835","2015-09-10","C21157","PR6607","Office Supplies",6.08,2
"B36514","2017-10-16","C21157","PR6902","Office Supplies",124.75,5
"B38850","2015-02-06","C21158","PR6834","Office Supplies",2.934,3
"B38850","2015-02-06","C21158","PR7674","Technology",18.528,2
"B38850","2015-02-06","C21158","PR7505","Office Supplies",670.752,3
"B39071","2015-04-25","C21158","PR6604","Office Supplies",57.75,5
"B39071","2015-04-25","C21158","PR6511","Office Supplies",272.4,5
"B40008","2016-12-25","C21158","PR6711","Office Supplies",19.89,9
"B40008","2016-12-25","C21158","PR7620","Technology",399.98,2
"B40008","2016-12-25","C21158","PR6373","Furniture",343.85,5
"B40008","2016-12-25","C21158","PR7324","Office Supplies",106.32,3
"B41308","2017-01-02","C21158","PR6650","Office Supplies",31.744,2
"B41308","2017-01-02","C21158","PR6488","Office Supplies",5.432,2
"B41308","2017-01-02","C21158","PR6462","Furniture",913.43,5
"B41308","2017-01-02","C21158","PR7489","Office Supplies",372.144,3
"B41035","2017-05-06","C21158","PR6513","Office Supplies",152.94,3
"B32941","2014-08-08","C21159","PR6580","Office Supplies",76.12,2
"B32941","2014-08-08","C21159","PR7724","Technology",1199.976,3
"B32941","2014-08-08","C21159","PR7879","Technology",445.96,5
"B32941","2014-08-08","C21159","PR6318","Furniture",327.76,8
"B33895","2015-11-30","C21159","PR6770","Office Supplies",6.048,7
"B33895","2015-11-30","C21159","PR6514","Office Supplies",98.352,3
"B33895","2015-11-30","C21159","PR6270","Furniture",335.744,2
"B34643","2016-01-03","C21159","PR7511","Office Supplies",114.46,2
"B34664","2016-09-02","C21159","PR6312","Furniture",94.68,9
"B34664","2016-09-02","C21159","PR7410","Office Supplies",23.67,3
"B34664","2016-09-02","C21159","PR7840","Technology",1091.168,4
"B34664","2016-09-02","C21159","PR6740","Office Supplies",18.69,7
"B34664","2016-09-02","C21159","PR6440","Furniture",568.728,3
"B34664","2016-09-02","C21159","PR6809","Office Supplies",7.312,1
"B37198","2016-12-11","C21159","PR7453","Office Supplies",85.224,3
"B35553","2017-12-04","C21159","PR7748","Technology",649,2
"B43152","2014-11-23","C21160","PR6989","Office Supplies",62.808,3
"B45290","2016-02-11","C21160","PR7967","Technology",69.93,7
"B38180","2014-05-21","C21161","PR6787","Office Supplies",447.86,7
"B38180","2014-05-21","C21161","PR7310","Office Supplies",17.94,3
"B38180","2014-05-21","C21161","PR6514","Office Supplies",245.88,6
"B37586","2014-11-17","C21161","PR7333","Office Supplies",34.44,3
"B40916","2017-07-10","C21161","PR7523","Office Supplies",298.464,6
"B41568","2017-09-19","C21161","PR6795","Office Supplies",4.842,3
"B40391","2017-10-02","C21161","PR7037","Office Supplies",8.94,3
"B40391","2017-10-02","C21161","PR7931","Technology",84.784,2
"B40495","2017-10-15","C21161","PR6673","Office Supplies",87.92,4
"B41466","2017-11-26","C21161","PR6526","Office Supplies",58.73,7
"B41466","2017-11-26","C21161","PR6884","Office Supplies",93.344,4
"B32940","2014-04-28","C21162","PR7836","Technology",1679.96,5
"B33249","2014-05-10","C21162","PR6970","Office Supplies",158.13,3
"B33249","2014-05-10","C21162","PR7937","Technology",43.6,5
"B32583","2014-12-29","C21162","PR7108","Office Supplies",88.8,6
"B32583","2014-12-29","C21162","PR7822","Technology",319.968,4
"B34222","2015-03-14","C21162","PR7263","Office Supplies",19.44,3
"B34131","2015-12-20","C21162","PR7395","Office Supplies",17.12,4
"B35161","2016-11-10","C21162","PR7281","Office Supplies",67.71,3
"B35161","2016-11-10","C21162","PR6489","Office Supplies",129.92,4
"B35161","2016-11-10","C21162","PR6282","Furniture",467.46,9
"B35161","2016-11-10","C21162","PR7212","Office Supplies",61.4,5
"B35161","2016-11-10","C21162","PR7455","Office Supplies",720.76,4
"B35161","2016-11-10","C21162","PR6945","Office Supplies",5.184,3
"B35161","2016-11-10","C21162","PR6623","Office Supplies",14.7,5
"B35517","2017-05-05","C21162","PR7304","Office Supplies",6.68,1
"B36467","2017-09-09","C21162","PR7189","Office Supplies",6.368,2
"B37522","2017-12-11","C21162","PR6210","Furniture",63.686,1
"B35669","2017-12-17","C21162","PR6225","Furniture",504.9,5
"B38362","2014-08-09","C21163","PR6942","Office Supplies",2060.744,7
"B38580","2015-01-28","C21163","PR6430","Furniture",4297.644,13
"B38479","2015-12-15","C21163","PR6538","Office Supplies",103.92,4
"B38479","2015-12-15","C21163","PR7698","Technology",899.91,9
"B38479","2015-12-15","C21163","PR6791","Office Supplies",51.312,3
"B40053","2016-09-05","C21163","PR7375","Office Supplies",96.08,2
"B40053","2016-09-05","C21163","PR6750","Office Supplies",11.68,2
"B40053","2016-09-05","C21163","PR7016","Office Supplies",4.36,2
"B40014","2016-11-05","C21163","PR6837","Office Supplies",53.248,2
"B41078","2017-12-01","C21163","PR7422","Office Supplies",83.92,4
"B41078","2017-12-01","C21163","PR7849","Technology",131.98,2
"B41078","2017-12-01","C21163","PR6878","Office Supplies",15.92,4
"B41078","2017-12-01","C21163","PR7014","Office Supplies",52.29,9
"B41078","2017-12-01","C21163","PR7458","Office Supplies",91.99,1
"B38055","2014-02-01","C21164","PR7607","Technology",468.9,6
"B41872","2014-10-14","C21164","PR7287","Office Supplies",322.192,13
"B41872","2014-10-14","C21164","PR6765","Office Supplies",2.946,3
"B41872","2014-10-14","C21164","PR7199","Office Supplies",19.136,4
"B39232","2015-09-16","C21164","PR6975","Office Supplies",31.12,4
"B38590","2015-12-23","C21164","PR6521","Office Supplies",194.32,4
"B42306","2017-01-26","C21164","PR6326","Furniture",62.72,4
"B42306","2017-01-26","C21164","PR7836","Technology",2939.93,7
"B42436","2017-11-25","C21164","PR6130","Furniture",359.499,3
"B42436","2017-11-25","C21164","PR7447","Office Supplies",10.48,1
"B38069","2014-07-20","C21165","PR7158","Office Supplies",104.85,1
"B38069","2014-07-20","C21165","PR6829","Office Supplies",8.704,2
"B38069","2014-07-20","C21165","PR7270","Office Supplies",19.92,4
"B38069","2014-07-20","C21165","PR6374","Furniture",43.02,3
"B38647","2015-01-30","C21165","PR6311","Furniture",227.36,7
"B38647","2015-01-30","C21165","PR7733","Technology",1919.976,3
"B38656","2015-09-07","C21165","PR6169","Furniture",47.516,2
"B38794","2015-09-10","C21165","PR7563","Office Supplies",51.52,4
"B39726","2016-08-08","C21165","PR7323","Office Supplies",10.56,2
"B40004","2016-08-26","C21165","PR7126","Office Supplies",6.48,1
"B41291","2017-09-15","C21165","PR6677","Office Supplies",31.744,2
"B36874","2014-08-19","C21166","PR6116","Furniture",638.82,9
"B32675","2014-09-01","C21166","PR6946","Office Supplies",23.744,2
"B32675","2014-09-01","C21166","PR7653","Technology",357,3
"B32871","2014-09-13","C21166","PR6914","Office Supplies",2.502,3
"B32831","2014-11-07","C21166","PR6896","Office Supplies",123.144,7
"B36978","2015-12-25","C21166","PR6276","Furniture",275.88,6
"B36978","2015-12-25","C21166","PR6936","Office Supplies",157.9,5
"B35333","2016-06-20","C21166","PR7632","Technology",45,3
"B35333","2016-06-20","C21166","PR7937","Technology",21.8,2
"B34467","2016-12-08","C21166","PR7884","Technology",249.584,2
"B34467","2016-12-08","C21166","PR7644","Technology",68.112,3
"B34467","2016-12-08","C21166","PR7710","Technology",16.56,3
"B37556","2017-07-23","C21166","PR6700","Office Supplies",11.68,2
"B37556","2017-07-23","C21166","PR7645","Technology",159.75,5
"B37286","2017-12-09","C21166","PR7194","Office Supplies",143.856,9
"B39235","2015-03-19","C21167","PR7178","Office Supplies",65.584,2
"B39235","2015-03-19","C21167","PR6152","Furniture",383.4656,4
"B38893","2015-11-03","C21167","PR7925","Technology",1212.848,7
"B38893","2015-11-03","C21167","PR7599","Technology",89.97,3
"B38893","2015-11-03","C21167","PR6366","Furniture",42.6,3
"B40339","2016-08-08","C21167","PR7032","Office Supplies",23.34,3
"B42102","2016-11-13","C21167","PR7867","Technology",2279.96,4
"B42102","2016-11-13","C21167","PR7077","Office Supplies",14.94,3
"B40628","2017-10-01","C21167","PR7755","Technology",1704.89,11
"B41219","2017-12-03","C21167","PR6462","Furniture",521.96,2
"B46820","2014-11-19","C21168","PR7093","Office Supplies",22.5,6
"B46820","2014-11-19","C21168","PR7077","Office Supplies",9.96,2
"B46820","2014-11-19","C21168","PR6849","Office Supplies",213.08,7
"B46820","2014-11-19","C21168","PR6114","Furniture",1025.88,6
"B42617","2014-11-21","C21168","PR7325","Office Supplies",12.96,2
"B42861","2014-07-14","C21169","PR6499","Office Supplies",39.48,1
"B43412","2015-07-24","C21169","PR6297","Furniture",20.94,3
"B43412","2015-07-24","C21169","PR6751","Office Supplies",135.09,9
"B43412","2015-07-24","C21169","PR7669","Technology",279.86,14
"B43412","2015-07-24","C21169","PR6751","Office Supplies",90.06,6
"B47270","2016-08-26","C21169","PR7627","Technology",47.97,3
"B38332","2014-04-25","C21170","PR6379","Furniture",303.25,5
"B38332","2014-04-25","C21170","PR6517","Office Supplies",270.72,3
"B38332","2014-04-25","C21170","PR6228","Furniture",1487.04,5
"B38866","2015-09-06","C21170","PR6840","Office Supplies",6.096,2
"B38866","2015-09-06","C21170","PR6420","Furniture",191.82,3
"B38407","2015-12-01","C21170","PR6687","Office Supplies",13.9,5
"B39065","2015-12-22","C21170","PR6588","Office Supplies",17.12,4
"B40666","2017-01-28","C21170","PR7585","Technology",239.97,3
"B40666","2017-01-28","C21170","PR6393","Furniture",37.74,3
"B37832","2014-09-29","C21171","PR6692","Office Supplies",4.224,3
"B37832","2014-09-29","C21171","PR6477","Furniture",409.272,2
"B37832","2014-09-29","C21171","PR7094","Office Supplies",55.44,11
"B37832","2014-09-29","C21171","PR7167","Office Supplies",20.928,4
"B37832","2014-09-29","C21171","PR7524","Office Supplies",1801.632,6
"B37832","2014-09-29","C21171","PR6474","Furniture",67.176,1
"B37889","2014-11-01","C21171","PR7167","Office Supplies",15.696,3
"B38286","2014-12-20","C21171","PR6244","Furniture",192.186,3
"B41945","2015-03-26","C21171","PR7489","Office Supplies",1085.42,7
"B41945","2015-03-26","C21171","PR6500","Office Supplies",13.11,3
"B38460","2015-08-28","C21171","PR7467","Office Supplies",470.36,11
"B38373","2015-12-19","C21171","PR6875","Office Supplies",7.04,2
"B38373","2015-12-19","C21171","PR7046","Office Supplies",5.04,4
"B38373","2015-12-19","C21171","PR7207","Office Supplies",116.28,3
"B40096","2016-02-01","C21171","PR7274","Office Supplies",105.52,4
"B39656","2016-09-22","C21171","PR6258","Furniture",68.432,7
"B42194","2016-10-28","C21171","PR6927","Office Supplies",17.616,4
"B40762","2017-05-30","C21171","PR7394","Office Supplies",37.52,4
"B41368","2017-07-20","C21171","PR6942","Office Supplies",735.98,2
"B40478","2017-12-05","C21171","PR6297","Furniture",20.94,3
"B40478","2017-12-05","C21171","PR6268","Furniture",58.68,2
"B40478","2017-12-05","C21171","PR6513","Office Supplies",254.9,5
"B32661","2014-10-02","C21172","PR7245","Office Supplies",9.408,2
"B32661","2014-10-02","C21172","PR7022","Office Supplies",4.672,2
"B32661","2014-10-02","C21172","PR7851","Technology",318.4,2
"B32661","2014-10-02","C21172","PR7010","Office Supplies",12.768,6
"B32661","2014-10-02","C21172","PR7557","Office Supplies",15.36,2
"B32661","2014-10-02","C21172","PR7843","Technology",230.376,3
"B32661","2014-10-02","C21172","PR7660","Technology",7.16,1
"B33410","2015-02-27","C21172","PR7931","Technology",105.98,2
"B33410","2015-02-27","C21172","PR6475","Furniture",493.92,7
"B35099","2016-04-07","C21172","PR7367","Office Supplies",37.94,2
"B34820","2016-07-14","C21172","PR7872","Technology",380.864,8
"B34365","2016-09-29","C21172","PR7854","Technology",859.2,3
"B34796","2016-12-19","C21172","PR6436","Furniture",455.97,6
"B34796","2016-12-19","C21172","PR6756","Office Supplies",10.44,6
"B34796","2016-12-19","C21172","PR6838","Office Supplies",5.214,2
"B35905","2017-02-24","C21172","PR7196","Office Supplies",123.92,5
"B35905","2017-02-24","C21172","PR7659","Technology",1319.8,5
"B36137","2017-09-19","C21172","PR7499","Office Supplies",95.616,2
"B36495","2017-12-02","C21172","PR6637","Office Supplies",19.728,9
"B36495","2017-12-02","C21172","PR7955","Technology",151.188,2
"B38031","2014-07-04","C21173","PR7390","Office Supplies",21.84,3
"B38031","2014-07-04","C21173","PR6755","Office Supplies",15.6,5
"B41904","2014-08-19","C21173","PR6819","Office Supplies",76.776,4
"B41904","2014-08-19","C21173","PR7567","Office Supplies",9.184,2
"B38014","2014-11-03","C21173","PR7533","Office Supplies",286.344,3
"B37792","2014-11-27","C21173","PR7042","Office Supplies",3.76,2
"B38821","2015-05-28","C21173","PR7942","Technology",45.99,1
"B38821","2015-05-28","C21173","PR7454","Office Supplies",535.41,3
"B38821","2015-05-28","C21173","PR6772","Office Supplies",6.096,2
"B38821","2015-05-28","C21173","PR7369","Office Supplies",45.36,7
"B39204","2015-10-20","C21173","PR7146","Office Supplies",24.56,2
"B40042","2016-08-23","C21173","PR7749","Technology",837.6,3
"B40042","2016-08-23","C21173","PR6981","Office Supplies",135.9,5
"B40042","2016-08-23","C21173","PR7267","Office Supplies",34.68,6
"B40042","2016-08-23","C21173","PR6190","Furniture",532.704,6
"B40042","2016-08-23","C21173","PR6520","Office Supplies",43.1,5
"B40042","2016-08-23","C21173","PR7547","Office Supplies",15.88,4
"B42196","2016-11-10","C21173","PR7711","Technology",279.944,7
"B41015","2017-08-31","C21173","PR7457","Office Supplies",193.95,3
"B37857","2014-08-27","C21174","PR7807","Technology",579.95,5
"B37857","2014-08-27","C21174","PR6336","Furniture",29.12,4
"B37857","2014-08-27","C21174","PR6468","Furniture",1202.94,3
"B38789","2015-07-30","C21174","PR7436","Office Supplies",61.792,4
"B39160","2015-09-07","C21174","PR6648","Office Supplies",140.736,4
"B39544","2016-03-19","C21174","PR6796","Office Supplies",31.086,3
"B39980","2016-07-21","C21174","PR6761","Office Supplies",1.941,1
"B40149","2016-10-10","C21174","PR6120","Furniture",90.882,3
"B40149","2016-10-10","C21174","PR7890","Technology",15.992,1
"B40149","2016-10-10","C21174","PR6242","Furniture",120.784,1
"B41478","2017-11-26","C21174","PR6527","Office Supplies",52.272,3
"B41478","2017-11-26","C21174","PR6580","Office Supplies",213.136,7
"B42765","2014-01-31","C21175","PR6150","Furniture",290.666,2
"B42931","2014-11-02","C21175","PR7828","Technology",539.964,6
"B42931","2014-11-02","C21175","PR7842","Technology",50.232,7
"B42931","2014-11-02","C21175","PR6791","Office Supplies",19.242,3
"B44558","2016-02-03","C21175","PR6161","Furniture",866.4,4
"B46122","2017-09-09","C21175","PR6712","Office Supplies",6.56,2
"B46122","2017-09-09","C21175","PR6224","Furniture",243.92,5
"B46122","2017-09-09","C21175","PR7135","Office Supplies",47.52,9
"B47383","2017-11-06","C21175","PR6389","Furniture",30.56,5
"B43663","2015-09-26","C21176","PR7480","Office Supplies",64.17,3
"B43663","2015-09-26","C21176","PR6958","Office Supplies",124.46,2
"B46079","2017-04-09","C21176","PR7111","Office Supplies",9.82,2
"B46079","2017-04-09","C21176","PR6729","Office Supplies",35.97,3
"B46079","2017-04-09","C21176","PR7386","Office Supplies",12.96,2
"B46079","2017-04-09","C21176","PR7206","Office Supplies",191.6,4
"B46079","2017-04-09","C21176","PR7078","Office Supplies",8.64,3
"B46079","2017-04-09","C21176","PR7440","Office Supplies",501.81,3
"B40003","2016-08-16","C21177","PR6475","Furniture",161.28,2
"B44264","2015-01-13","C21178","PR7099","Office Supplies",9.82,2
"B44100","2015-03-15","C21178","PR7917","Technology",16.776,3
"B46482","2017-03-10","C21178","PR6498","Office Supplies",48.784,1
"B46482","2017-03-10","C21178","PR6748","Office Supplies",13.092,4
"B32860","2014-12-05","C21179","PR6958","Office Supplies",348.488,7
"B32860","2014-12-05","C21179","PR7452","Office Supplies",172.736,4
"B33372","2015-02-10","C21179","PR7436","Office Supplies",77.24,5
"B33478","2015-10-29","C21179","PR7307","Office Supplies",33.4,5
"B33478","2015-10-29","C21179","PR6970","Office Supplies",210.84,4
"B35214","2016-04-28","C21179","PR7908","Technology",369.576,3
